jobTitle,companyName,location,salary,employmentType,seniority,tags_skills,postedAt,jobId,jobUrl,companyUrl,description,url
Praktická sestra,"Univerzitná nemocnica s poliklinikou Milosrdní bratia, spol. s r. o.","Nám. SNP 10, Bratislava","[""1215"",""2000"",""EUR"",""mesiac""]","plný úväzok, skrátený úväzok",,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
vysokoškolské III. stupňa
Jazykové znalosti
Slovenský jazyk - Stredne pokročilý (B2)
Prax na pozícii/v oblasti
prax a špecializácia na uvedenej pozícii je výhodou
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
empatia
komunikatívnosť
odbornosť 
zodpovednosť
samostatnosť",2025-09-11T00:00:00.000Z,5120533,https://www.profesia.sk/praca/univerzitna-nemocnica-s-poliklinikou-milosrdni-bratia/O5120533,https://www.profesia.sk/praca/univerzitna-nemocnica-s-poliklinikou-milosrdni-bratia-spol-s-r-o/C20748,"​Naša nemocnica sa neustále rozvíja a aby sme mohli poskytovať kvalitnú a odbornú zdravotnú starostlivosť, našim klientom hľadáme do nášho tímu nové kolegyne/ nových kolegov, ktorým ich práca prináša potešenie a majú záujem sa rozvíjať, sú komunikatívni a empatickí k pacientom.

Praktická sestra - asistent bez špecializácie vykonáva:

odborné pracovné činnosti pri zabezpečovaní výkonov ošetrovateľskej starostlivosti v jednotlivých fázach ošetrovateľského procesu;
podáva injekčnú liečbu a liečbu s lokálnym účinkom;
odoberá biologický materiál;
spolupracuje s lekárom, sestrou na diagnostickom a liečebnom režime všeobecnej a špecializovanej zdravotnej starostlivosti;
sleduje fyziologické funkcie, pozoruje a zaznamenáva fyzický a psychický stav pacienta a schopnosť príjmu potravy;
zabezpečuje komplexnú hygienickú starostlivosť, prevenciu komplikácií z dlhodobého ležania;
vykonáva aj administratívne práce a vedie zdravotnú dokumentáciu.


",https://www.profesia.sk/praca/univerzitna-nemocnica-s-poliklinikou-milosrdni-bratia/O5120533?search_id=2c44acda-4082-4f27-b7f2-60aa3fc87c1b
Účtovník/čka pre stabilnú spoločnosť,"Talent Solutions, s.r.o.",Bánovce nad Bebravou,"[""1300"",""1300"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Jazykové znalosti
Anglický jazyk - Mierne pokročilý (B1)
Počet rokov praxe
1
Osobnostné predpoklady a zručnosti
- prax na obdobnej pozícií
- znalosť podvojného účtovníctva
- precíznosť
- znalosť SAPu výhodou",2025-09-26T00:00:00.000Z,5165107,https://www.profesia.sk/praca/talent-solutions/O5165107,https://www.profesia.sk/praca/talent-solutions-s-r-o/C139829,"Hľadáme skúseného a zodpovedného účtovníka/účtovníčku, ktorý/ktorá posilní tím nášho klienta. Vašou úlohou bude vedenie účtovníctva, spracovanie účtovných dokladov, výkazov a daňových priznaní. Ponúkame stabilné pracovné prostredie a možnosť odborného rastu.

Náplň práce:
- komplexné vedenie a spracovanie účtovnej agendy v rámci podvojného účtovníctva
- účtovanie rôznych druhov účtovných dokladov (bankové výpisy, interné doklady, faktúry a pod.)
- vypracovanie účtovných a štatistických výkazov, zostavovanie účtovných závierok a daňových priznaní k DPH a k dani z motorových vozidiel
- kontrola a posudzovanie správnosti účtovných dokladov, hlavnej knihy
- zodpovednosť za správne účtovanie účtovných operácií",https://www.profesia.sk/praca/talent-solutions/O5165107?search_id=2c44acda-4082-4f27-b7f2-60aa3fc87c1b
"Automechanik Autoslužby Krajňak, s.r.o.","Autoslužby Krajňak, s.r.o.",Betlanovce,"[""700"",""1800"",""EUR"",""mesiac""]","plný úväzok, živnosť",,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
vysokoškolské III. stupňa
Vzdelanie v odbore
technické, elektrotechnické, automobilové
Vodičský preukaz
B
Prax na pozícii/v oblasti
5
Osobnostné predpoklady a zručnosti
Ukončené stredoškolské vzdelanie
Vyučenie v odbore automechanik
Samostatnosť a zodpovednosť
Flexibilita a komunikatívnosť
Vysoké pracovné nasadenie
Skúsenosti s diagnostikou vozidiel
Znalosť mechaniky a elektroniky
Schopnosť pracovať v tíme
Orientácia na výsledky a kvalitu
Schopnosť riešiť problémy",2025-09-26T00:00:00.000Z,5165124,https://www.profesia.sk/praca/autosluzby-krajnak/O5165124,https://www.profesia.sk/praca/autosluzby-krajnak-s-r-o/C233389,"Oprava osobných motorových vozidiel s dôrazom na kvalitu a bezpečnosť.
Kontrola technického stavu vozidiel a vykonávanie pravidelných prehliadok.
Diagnostikovanie porúch motorových vozidiel pomocou moderných diagnostických prístrojov.
Stanovenie optimálneho spôsobu opráv s ohľadom na efektivitu a náklady.
Vykonávanie mechanických opráv a výmeny opotrebovaných súčiastok a častí motorových vozidiel.
Práca s meracími a diagnostickými prístrojmi a zariadeniami na zabezpečenie presnosti a efektívnosti opráv.
Údržba a organizácia pracovného priestoru a náradia pre zabezpečenie efektívneho pracovného procesu.
Komunikácia so zákazníkmi o vykonaných opravách a odporúčaniach pre ďalšiu starostlivosť o vozidlo.
Typický deň na pozícii automechanika zahŕňa diagnostikovanie a opravu vozidiel, ako aj interakciu so zákazníkmi pri poskytovaní informácií o stave ich vozidiel.
Pracovný deň môže obsahovať aj kontrolu technického stavu vozidiel a zabezpečenie pravidelných prehliadok.
Pracovná doba je zvyčajne od pondelka do piatku, s možnosťou nadčasov počas víkendov na základe potreby.
Štandardná pracovná doba je od 8:00 do 17:00, s prestávkou na obed.",https://www.profesia.sk/praca/autosluzby-krajnak/O5165124?search_id=2c44acda-4082-4f27-b7f2-60aa3fc87c1b
Finance & Language Specialist (EN/FR),"Talent Solutions, s.r.o.",Bratislava,"[""1575"",""1575"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Jazykové znalosti
Anglický jazyk - Stredne pokročilý (B2) a Francúzsky jazyk - Stredne pokročilý (B2)
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
Čo čakáme:

-plynulú angličtinu a francúzštinu (B2/C1),
-prax aspoň 2 roky vo financiách alebo účtovníctve,
-Excel na pokročilejšej úrovni,
-chuť hľadať riešenia a schopnosť komunikovať profesionálne.",2025-09-26T00:00:00.000Z,5165105,https://www.profesia.sk/praca/talent-solutions/O5165105,https://www.profesia.sk/praca/talent-solutions-s-r-o/C139829,"Baví ťa kombinovať čísla s jazykmi? U nás budeš mať oboje – Excel aj francúzštinu, analýzy aj komunikáciu s partnermi po celej Európe. Ak hľadáš prácu, ktorá nie je len o číslach, ale aj o riešení reálnych situácií, máme pre teba miesto v tíme!

Čo budeš robiť:

-kontrolovať a párovať finančné údaje,
-hľadať riešenia pri nezrovnalostiach,
-komunikovať s dodávateľmi a kolegami v angličtine a francúzštine,
-pripravovať analýzy a reporty v Exceli,
-podieľať sa na zlepšovaní procesov a vzťahov.",https://www.profesia.sk/praca/talent-solutions/O5165105?search_id=2c44acda-4082-4f27-b7f2-60aa3fc87c1b
Začni podnikať ako manažér predajne 1day,1.day s.r.o.,Levoča,"[""2800"",""2800"",""EUR"",""mesiac""]",živnosť,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
vysokoškolské III. stupňa
Ostatné znalosti
Pokladňa - Pokročilý
Microsoft Excel - Základy
Microsoft Outlook - Základy
Vodičský preukaz
B
Osobnostné predpoklady a zručnosti
-Skúsenosti s riadením zamestnancov
-Príjemné vystupovanie na verejnosti
-Komunikatívnosť
-Trpezlivosť",2025-09-11T00:00:00.000Z,5156349,https://www.profesia.sk/praca/1-day/O5156349,https://www.profesia.sk/praca/1-day-s-r-o/C124223,"Ak máte odhodlanie začať podnikať, my Vám ponúkame jedinečnú príležitosť. Ponúkame Vám overený koncept podnikania formou mandátnej zmluvy. To znamená, že my Vám zveríme plne zariadenú predajňu s tovarom a Vašou úlohou je zabezpečiť skvelý zákaznícky servis, atraktívnu predajňu vždy pripravenú pre zákazníka a samozrejme čo najvyššie tržby. Na začiatku, kým sa rozbehne naše spoločné podnikanie, my Vám garantujeme odmenu minimálne 2500 € po dobu 6 mesiacov, aby sme Vám štart čo najviac uľahčili. Po úspešnom štarte sa Vaša odmena bude odvíjať od výšky mesačného výnosu, ktorý si rozdelíme 50:50. Bližšie informácie budúcim partnerom radi zodpovieme na osobnom pohovore.

- riadenie vlastných zamestnancov a chod prevádzky
- obsluhovanie zákazníkov
- inkasovanie hotovostných a bezhotovostných platieb
- zodpovednosť za tovar, jeho kvalitu a DNS
- dopĺňanie tovaru do regálov
- podieľanie sa na pravidelných inventúrach.
- udržiavanie čistoty a poriadku na pracovisku.
- zodpovednosť za finančnú hotovosť a jej pravidelný odvod
- mesačné uzávierky
- komunikácia s oblastným manažérom",https://www.profesia.sk/praca/1-day/O5156349?search_id=2c44acda-4082-4f27-b7f2-60aa3fc87c1b
Kuchár Hami Papi,"Martin Švec, s. r. o.","Fraňa Mojtu, Nitra","[""7"",""7"",""EUR"",""hod.""]","plný úväzok, skrátený úväzok, na dohodu (brigády)",,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
študent vysokej školy
vysokoškolské I. stupňa
Vzdelanie v odbore
gastronómia
Jazykové znalosti
Slovenský jazyk - Stredne pokročilý (B2)
Ostatné znalosti
HCCP - Základy
Prax na pozícii/v oblasti
Kuchár,pekár, cukrár
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
prax v oblasti gastronómie ( kuchár s praxou a kreativitou)
príjemné a priateľské vystupovanie voči zákazníkom i kolegom
samostatnosť
ústretovosť a flexibilita
odolnosť voči stresu
ochota učiť sa nové veci
profesionálny a zodpovedný prístup k práci
chuť pracovať :)",2025-09-26T00:00:00.000Z,5165104,https://www.profesia.sk/praca/martin-svec/O5165104,https://www.profesia.sk/praca/martin-svec-s-r-o/C167705,"Príprava bagiet, hamburgerov na základe receptúr a všetky procesy spojené s prípravou.",https://www.profesia.sk/praca/martin-svec/O5165104?search_id=2c44acda-4082-4f27-b7f2-60aa3fc87c1b
Bankový poradca (m/ž) v TOP banke,"Talent Solutions, s.r.o.",Piešťany,"[""1200"",""1200"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Ostatné znalosti
Microsoft Office - Mierne pokročilý
Prax na pozícii/v oblasti
1
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
- skúsenosť s predajom výhodou
- komunikatívnosť
- zodpovednosť",2025-09-26T00:00:00.000Z,5165106,https://www.profesia.sk/praca/talent-solutions/O5165106,https://www.profesia.sk/praca/talent-solutions-s-r-o/C139829,"Máte radi prácu s ľuďmi a viete si predstaviť, že budete spoľahlivým partnerom pre klientov pri riešení ich financií?
Do tímu nášho klienta hľadáme bankového poradcu.
Ponúkame vám prácu v stabilnej banke, kde získate priestor pre rast, férové ohodnotenie a zmysluplnú prácu s klientmi.

Náplň práce:
- aktívna starostlivosť o zverených klientov a budovanie dlhodobých vzťahov
- zabezpečovanie hotovostného a bezhotovostného platobného styku
- analýza potrieb klientov a ich poradenstvo
- otváranie účtov, poskytovanie úverov, sporiacich programov
- úzka spolupráca s kolegami v tíme",https://www.profesia.sk/praca/talent-solutions/O5165106?search_id=2c44acda-4082-4f27-b7f2-60aa3fc87c1b
Šička v Bratislave so mzdou od 1000 EUR v čistom mesačne + príspevok na ubytovanie/dopravu,"NAŠOU PRÁCOU
JE VAŠA KARIÉRA","Devínska Nova Ves, Bratislava","[""950"",""950"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
základné vzdelanie
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
Osobnostné predpoklady a zručnosti
- manuálna zručnosť
- ochota pracovať na 3 zmeny
- znalosť práce so šijacími strojmi",2025-09-26T00:00:00.000Z,5165103,https://www.profesia.sk/praca/synergie/O5165103,https://www.profesia.sk/praca/synergie/C243213,"Hľadáš stabilnú prácu v medzinárodnej firme, kde si dobre zarobíš a zároveň nepracuješ fyzicky náročne? Pridaj sa k nám ako šička, kde získaš istotu dlhodobej spolupráce a výhody, ktoré ti pomôžu pri každodennom živote.

Čo budeš robiť?
- Šitie a prešívanie na krajčírskych strojoch – hlavná náplň práce
- Pomocné práce v práčovni – príprava odevov na ďalšiu výrobu
- Kontrola kvality hotových odevov – skontroluješ, či sú odevy v poriadku
- Naskladňovanie a vyskladňovanie odevov – zabezpečíš, aby odevy boli správne uskladnené
- Práca s ručným skenerom – naskenuješ odevy, aby boli správne evidované

Fyzicky nenáročná práca, ideálna pre každého, kto je zodpovedný, manuálne zručný a má chuť pracovať v príjemnom tíme.

Ako budeš pracovať?
- 8-hodinové zmeny – dvojzmenná prevádzka, od pondelka do piatku",https://www.profesia.sk/praca/synergie/O5165103?search_id=2c44acda-4082-4f27-b7f2-60aa3fc87c1b
Účtovník s dôrazom na detail – stabilná práca od 1700 €,"NAŠOU PRÁCOU
JE VAŠA KARIÉRA",Chorvátsky Grob,"[""1700"",""1700"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Jazykové znalosti
Anglický jazyk - Stredne pokročilý (B2)
Ostatné znalosti
Účtovníctvo - Pokročilý
Microsoft Word - Pokročilý
Microsoft Excel - Pokročilý
Microsoft Teams - Pokročilý
E-mail - Pokročilý
Prax na pozícii/v oblasti
Účtovný asistent/Účtovník (alebo akademický titul)
Počet rokov praxe
2
Osobnostné predpoklady a zručnosti
Vysokoškolské vzdelanie (I. alebo II. stupňa) v ekonomickom odbore
Angličtinu na úrovni B2 (slovom aj písmom)
Skúsenosti s účtovníctvom
Pokročilú znalosť Excelu
Skúsenosť s ERP systémami (napr. Dynamics 365)
Schopnosť spolupracovať a efektívne komunikovať
Zodpovednosť a presnosť pri práci s číslami
Systematický prístup k pracovnému prostrediu
Orientácia na zlepšovanie a riešenia
Analytické myslenie a schopnosť vnímať veci v širšom kontexte",2025-09-26T00:00:00.000Z,5165102,https://www.profesia.sk/praca/synergie/O5165102,https://www.profesia.sk/praca/synergie/C243213,"Pre nášho klienta, stabilnú a etablovanú medzinárodnú spoločnosť HAKI, hľadáme zamestnanca na pozíciu Účtovník.
Ak hľadáš miesto, kde sa spojí dôraz na detail, tímová spolupráca a príležitosť profesionálneho rastu, čítaj ďalej.

- Spracovanie denných finančných operácií v rámci obchodnej jednotky
- Fakturácia zákazníkom (najmä ku koncu mesiaca)
- Zaznamenávanie finančných transakcií do účtovného systému
- Práca s bankovými transakciami
- Podpora finančného kontrolóra a komunikácia s manažmentom
- Spolupráca s externými účtovnými partnermi pri príprave výkazov
- Správa a zadávanie nákupných objednávok
- Aktívne hľadanie možností na zefektívnenie procesov",https://www.profesia.sk/praca/synergie/O5165102?search_id=2c44acda-4082-4f27-b7f2-60aa3fc87c1b
Skladník na 1 zmenu so mzdou 1280 EUR mesačne + iné benefity,"NAŠOU PRÁCOU
JE VAŠA KARIÉRA",Svätý Jur,"[""850"",""850"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
základné vzdelanie
stredoškolské bez maturity
stredoškolské s maturitou
Prax na pozícii/v oblasti
logistika, práca v sklade
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
Budeme od Vás požadovať:

zodpovedný prístup k práci,
schopnosť pracovať samostatne aj v tíme,
skúsenosť s prácou v sklade / v logistike výhodou",2025-09-26T00:00:00.000Z,5165101,https://www.profesia.sk/praca/synergie/O5165101,https://www.profesia.sk/praca/synergie/C243213,"Hľadáš prácu, kde budeš mať flexibilný čas nástupu, férový zárobok a istotu dlhodobej spolupráce? Pridaj sa k nám do medzinárodnej firmy v Svätom Jure, kde sa práca zvládne bez stresu a v priateľskom kolektíve. Pracuje sa s ľahkým tovarom

Čo budeš robiť?
- Prijímanie a triedenie tovaru – zabezpečíš, že všetko ide na správne miesto
- Príprava a kompletizácia tovaru – nachystáš tovar podľa objednávky
- Balenie zásielok – postaráš sa o to, aby všetko bolo bezpečne zabalené a pripravené na odoslanie
- Práca s ručným skenerom – jednoducho naskenuješ tovar, aby sa všetko správne evidovalo
- Fyzicky nenáročná práca s ľahkým tovarom, ktorá je ideálna pre každého, kto má chuť pracovať a je zodpovedný

Ako budeš pracovať?
- Pracuje sa na jednu zmenu (pondelok - piatok)
- Flexibilný čas nástupu do práce (6:30-8:00 do 15:00-16:30)
- Ponúkame ti aj možnosť nadčasov",https://www.profesia.sk/praca/synergie/O5165101?search_id=fdef0037-230c-4366-b58e-d3333dc5f174
Controller Senior (Ž/M),BILLA s.r.o.,"Bajkalská 19A, 821 02 Bratislava","[""3000"",""3000"",""EUR"",""mesiac""]",plný úväzok,senior,"Čo od Teba očakávame:
Vysokoškolské, prípadne úplné stredoškolské vzdelanie so zameraním na ekonómiu, financie, respektíve manažment
Podmienkou je prax priamo v oblasti maloobchodného controllingu v rozsahu aspoň 3 roky
Podmienkou je znalosť anglického jazyka na komunikatívnej úrovni (aspoň B2)
Profesionálna znalosť práce s MS Excel
Pokročilá znalosť práce s MS Office
Znalosť práce s databázovými systémami
Čo by ťa ešte mohlo zaujímať:
Platy na pravidelnej báze prehodnocujeme
Termín nástupu - presný termín spolu včas doriešime
Kde budeš pracovať – naša centrála je na adrese Bajkalská 19/A, ale pracujeme aj z home office
Pracovný čas – máme flexibilný pracovný čas, čo znamená, že v práci by si mal byť od 9:00 do 15:30, zvyšný čas v rámci pracovného fondu 8:30h/deň je na tebe podľa množstva práce
Typ úväzku – pozícia je na plný úväzok
Informácie o výberovom konaní – ak sa ti páči táto ponuka práce, tak sa prihlás a pošli nám svoj životopis. Niekedy sa môže stať, že zareaguje väčšie množstvo kandidátov a preto oslovíme iba tých, ktorých pozveme na osobný pohovor

  Viac informácií sa dozvieš tu: https://sikovni.sk",2025-09-26T00:00:00.000Z,5165100,https://www.profesia.sk/praca/billa/O5165100,https://www.profesia.sk/praca/billa-s-r-o/C1751,"Svoje vynikajúce sociálne zručnosti uplatníš pri proaktívnej komunikácii s ostatnými oddeleniami spoločnosti za účelom dosahovania čo možno najlepších výsledkov a rastúcej rentability
Vysokú úroveň podnikateľského myslenia, ako aj koncepčné zručnosti, využiješ pri tvorbe business case-ov pre nové, ako aj pre neštandardné jednorazové aktivity (napr. obchodné, marketingové a podobne), ktoré sú predpokladom ich spustenia
Vďaka svojim predchádzajúcim skúsenostiam v oblasti maloobchodného controllingu prevezmeš zodpovednosť primárne za oblasť komerčného controllignu v rovine komplexnej podpory manažmentu, ako aj kolegov z obchodného oddelenia (predaj, nákup, category management)
Schopnosť asertívnej komunikácie ti umožní otvárať a riešiť s kolegami z obchodného oddelenia aj náročné témy, ktoré sú z controllingového pohľadu kľúčové pre ziskovosť 
Tvorba, ako aj optimalizácia reportov primárne pre potreby obchodného oddelenia, budú tvojou obľúbenou agendou vďaka vysokej úrovni analytického myslenia      ",https://www.profesia.sk/praca/billa/O5165100?search_id=fdef0037-230c-4366-b58e-d3333dc5f174
Ekonóm / Účtovník,"AUTOLUX KOŠICE, spol. s.r.o.",Košice,"[""1400"",""1400"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
Ekonomické
Jazykové znalosti
Anglický jazyk - Mierne pokročilý (B1)
Ostatné znalosti
Microsoft Excel - Mierne pokročilý
Skladové hospodárstvo - Pokročilý
Účtovníctvo - Pokročilý
Vodičský preukaz
B
Prax na pozícii/v oblasti
5
Počet rokov praxe
5
Osobnostné predpoklady a zručnosti




Kto si ty?

Profesionál, ktorý má skúsenosti s účtovníctvom a ekonomikou.
Človek, ktorý vie čísla nielen účtovať, ale aj čítať medzi riadkami.
Osobnosť, ktorá si stojí za svojou prácou a má v nej prirodzený rešpekt.",2025-09-26T00:00:00.000Z,5164766,https://www.profesia.sk/praca/autolux-kosice/O5164766,https://www.profesia.sk/praca/autolux-kosice-spol-s-r-o/C8957,"


Toyota Autolux Košice – miesto, kde čísla dávajú zmysel a tvoje meno váhu.




Predstav si firmu, kde:

tvoje čísla nie sú len tabuľky, ale základné kamene stability a rastu,
vedenie ťa berie ako partnera, nie vykonávateľa,
a tvoju odbornosť si vážia tak, že bez teba by si úspech firmy ani nevedeli predstaviť.

To je realita v Autolux Toyota Košice.
Sme dlhoročná, stabilná spoločnosť, ktorá vie, že za skvelými autami stojí silný človek v účtovníctve a ekonomike. A teraz hľadáme práve teba.




Tvoja misia:

Držať pevne v rukách účtovníctvo a ekonomické procesy.
Analyzovať, radiť a nastavovať cestu pre vedenie – tvoje čísla budú ukazovať smer.
Byť garanciou presnosti, poriadku a profesionálnej istoty.




Prečo k nám?

Pretože tu dostaneš to, čo inde chýba:

dôležitosť,
férový prístup,
a pocit, že tvoja práca má skutočný dosah na celú firmu.

V Toyota Autolux Košice nebudeš „len účtovník“.
Budeš ekonóm, ktorý drží kormidlo stability a rastu.


",https://www.profesia.sk/praca/autolux-kosice/O5164766?search_id=2c44acda-4082-4f27-b7f2-60aa3fc87c1b
REFM MANAGER BUDGET AND EXPENDITURE,Mondelēz International,"Bratislava, Slovakia (Job with occasional home office)","[""3200"",""3200"",""EUR"",""month""]",full-time,,"REQUIREMENTS FOR THE EMPLOYEE
Candidates with education suit the position
Follow-up/Higher Professional Education
University education (Bachelor's degree)
University education (Master's degree)
Postgraduate (Doctorate)
Language skills
English - Advanced (C1)
Personality requirements and skills
What you will bring

A desire to drive your future and accelerate your career. You will bring experience and knowledge in:

• TECHNICAL EXPERTISE in financial planning and performance management including data collection and structuring, analyzing, planning and reporting company financial performance across all financial KPIs and investment decisions and cost management to achieve financial targets
• BUSINESS ACUMEN and understanding of our business, consumer packaged goods industry, and local snacking market dynamics. Relevant experience in a regional/local business
• LEADERSHIP SKILLS including experience with business partnering and communication skills across a large regional or local public company
• GROWTH/DIGITAL MINDSET and the ability to identify/execute opportunities and leverage technology to improve operational efficiency and effectiveness
• INTEGRITY and sound judgement in all decisions and interactions aligned with our values and policies and external regulations",2025-09-11T00:00:00.000Z,5156343,https://www.profesia.sk/praca/mondelez-international/O5156343,https://www.profesia.sk/praca/mondelez-international/C28246,"Are You Ready to Make It Happen at Mondelēz International?

Join our Mission to Lead the Future of Snacking. Make It Uniquely Yours.

You will be manager in a team responsible for the overall financial integrity and performance of a country, category, Supply Chain or FP&A. You will support the Senior Manager or Director in data collection to prepare business proposals, verify assumptions, check daily execution and support delivery of overall objectives and ensure the integrity and timeliness of reporting. You may also have a direct report or manage third party providers resources.

How you will contribute

You will:
• Manage and execute aspects of finance planning and performance management process and related financial decisions potentially including Strategic Plan and Annual Contract planning/forecasting, target development, financial performance reporting/analysis, financial modeling and decision support for a focused scope within a region, business unit, country, Supply Chain, Mondelēz International Business Services or Corporate Finance team. You will own data collection and verify data integrity
• Ensure a strong controls and compliance environment in your area of scope and ensure full compliance with our policies
• Help the senior manager and the business prepare critical financial data and insight that enable perspectives for business strategies and decisions
• Lead projects to improve efficiencies and improvements to ways of working and embrace a mindset of continuous improvement
• Contribute to a high-performing Finance team. You will also invest in personal development and the development of Finance peers and drive our Finance talent agenda within the organization, with a focus on local FP&A pipeline",https://www.profesia.sk/praca/mondelez-international/O5156343?search_id=fdef0037-230c-4366-b58e-d3333dc5f174
"PROCUREMENT EUDR RISK ASSESSMENT MANAGER, EUROPE",Mondelēz International,"Bratislava, Slovakia (Job with occasional home office)","[""3200"",""3200"",""EUR"",""month""]",full-time,,"REQUIREMENTS FOR THE EMPLOYEE
Candidates with education suit the position
University education (Bachelor's degree)
University education (Master's degree)
Experience in the position/sector
FP&A, finance, and/or controlling
Number of years of experience
3
Personality requirements and skills
What you will bring

Successful applicant needs have strong interpersonal and communication skills with the ability to work independently with remote supervision. Due to the emerging nature of the legislation and anticipated future developments and guidance, comfort in operating in, and embracing, ambiguity is important.
Required

• Fluent in English
• Knowledge (but not deep experience) of procurement sourcing
• Comfort interacting with senior management
• Results-oriented with a strong focus on data accuracy and rigor
• Ability to build relationships and influence without direct authority
• Strong organizational and time management skills
Desirable

• Additional European language(s)
• Knowledge of sustainability topics and emerging legislations
• Data analytics skills
• Previous supplier management experience",2025-09-11T00:00:00.000Z,5156342,https://www.profesia.sk/praca/mondelez-international/O5156342,https://www.profesia.sk/praca/mondelez-international/C28246,"Are You Ready to Make It Happen at Mondelēz International?

Join our Mission to Lead the Future of Snacking. Make It Matter.

Be at the forefront of Mondelēz International's commitment to deforestation-free sourcing and EUDR compliance; as the EUDR Risk Assessment Manager, you will play a critical role in ensuring our continued adherence to European deforestation regulations by managing ongoing EUDR supplier risk management activities, safeguarding our supply chain through due diligence, and contributing to our broader sustainability goals. You'll be instrumental in managing supplier risk, collaborating with key stakeholders, driving continuous improvement and efficiency projects to refine associated processes, protocols, and systems, managing the MDLZ external remote sensing deforestation supplier, and working with the appointed external verification supplier while supporting relevant discussions and investigations with suppliers.

This role requires close collaboration and partnership with internal stakeholders across Procurement, MSC, Legal, Internal Controls, CGA, MDS, ESG, and Sustainability, as well as strong working relationships with Procurement sourcing teams responsible for European sourcing of in-scope commodities like cocoa, palm, paper, and soy.
This role will become a key member of the Global Procurement Sustainability team with exposure to a wide range of sustainability-related topics and initiatives.

How you will contribute

Key activities include but are not limited to:
• Responsible for managing external geo spatial remote sensing partner (currently Meridia), and the associated collection of geo location data and subsequent required reviews of deforestation risk assessment activities.
• Responsible for leading the activity to identify and oversee communication to in-scope suppliers and ensuring new suppliers/newly in scope suppliers are appropriately risk assessed
• Responsible for actioning / tracking follow ups to grievances or concerns raised against a supplier, liaising with appropriate internal stakeholders such as the compliance officer and impact team.
• Responsible for ensuring suppliers provide necessary data (due diligence statement and/or geolocation) to enable Mondelez to produce required Mondelez due diligence statements
• Responsible and accountable for conducting risk assessment of in scope suppliers via annual EUDR questionnaire and checklist, classifying supplier risk, and maintaining accurate data records.
• Responsible to ensure that external audits are carried out where required by the EUDR external verification supplier and followed up/improvement plans closed.
• Responsible for reassessing risk based on any updated supplier information, and triggering and reviewing any required follow ups.",https://www.profesia.sk/praca/mondelez-international/O5156342?search_id=fdef0037-230c-4366-b58e-d3333dc5f174
